coverage,best_deployable_baseline,baseline_far,best_calibrated_judge,calibrated_far,margin,win_rate_vs_baseline,win_rate_vs_combined_linear
0.05,best_single_signal_selected_on_calibration,0.6666666666666666,rank_normalized_linear,0.6285714285714286,0.03809523809523807,0.047619047619047616,0.19047619047619047
0.1,best_single_signal_selected_on_calibration,0.6666666666666666,rank_normalized_linear,0.6285714285714286,0.03809523809523807,0.047619047619047616,0.19047619047619047
