system_id,model_id,judge_id,split_group,scenario_type,coverage_requested,coverage_achieved,false_accept_rate,accepted_count,false_accept_count,bad_count_total,mean_error_accepted,mean_error_rejected,threshold,is_real_judge,is_oracle,is_calibrated
cstr,hold_last,isotonic_calibrated_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.5930054438757635,0.0,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.8384682387865015,5.632717928354145,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.883094694228481,5.671884416058795,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,4.915595973299118,5.762357811519925,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.053524495525446,5.952659409442643,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.2184455348950705,6.154845307346806,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.411289178862743,6.319870503927845,0.15,True,False,True
cstr,hold_last,quantile_rule_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.593005443875764,0.0,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.816768706006757,5.6338600090267645,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.883094694228482,5.671884416058796,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,4.915595973299118,5.762357811519925,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.053524495525446,5.952659409442643,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.214762738353145,6.1603695021596945,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.4065483507727405,6.338833816287857,0.15,True,False,True
cstr,hold_last,conservative_low_coverage_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.593005443875764,0.0,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.838468238786502,5.632717928354147,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.883094694228482,5.671884416058796,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,4.915595973299118,5.762357811519925,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.053524495525446,5.952659409442642,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.2184455348950705,6.154845307346806,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.411289178862743,6.319870503927845,0.15,True,False,True
cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.593005443875764,0.0,0.15,True,False,True
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,5.299788931730606,5.608437891883404,0.15,True,False,False
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,5.714550593323262,5.579500427270487,0.15,True,False,False
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.535591623918934,5.607358898864971,0.15,True,False,False
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.607822344445118,5.583127510162862,0.15,True,False,False
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.631464452655193,5.535316930706623,0.15,True,False,False
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.61322246238665,5.512137369832216,0.15,True,False,False
cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.593005443875764,0.0,0.15,True,False,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.759848451940724,5.636855811872345,0.15,False,True,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.805032937583142,5.680557944574944,0.15,False,True,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,4.901186379836584,5.7659602098855585,0.15,False,True,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.045001621396328,5.958341325528721,0.15,False,True,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.214762738353144,6.1603695021596945,0.15,False,True,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.403513742200687,6.350972250576073,0.15,False,True,False
cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.593005443875764,0.0,0.15,False,True,False
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,66,0.16716197180791373,0.14991066818074233,0.15,True,False,False
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.8,10,8,66,0.1626354958474753,0.1494552041970593,0.15,True,False,False
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.9,20,18,66,0.16816416965143527,0.14642549928976728,0.15,True,False,False
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.8,40,32,66,0.16209479787129466,0.14322552368930505,0.15,True,False,False
