system_id,model_id,scenario_type,judge_id,coverage,accepted_bad_count,mean_bad_rmse,median_bad_rmse,worst_bad_rmse,mean_support_distance,mean_uncertainty_score,mean_disagreement_score,mean_invariant_residual,mean_repair_amount
two_tank,linear_narx,combined_intervention,calibration_selected_candidate_ranker,0.05,5,0.3653991180153452,0.3677061643024332,0.3714204513016705,14.515132087375857,0.0068882148210015395,0.4553052233898155,2.026295130705285e-06,0.0
two_tank,linear_narx,combined_intervention,calibration_selected_candidate_ranker,0.1,10,0.3626342860278549,0.36613931118327725,0.3714963279119818,14.48760080385056,0.0068882148210016895,0.5013324852642967,2.0303480341249876e-06,0.0
two_tank,linear_narx,held_out_action_magnitude,calibration_selected_candidate_ranker,0.05,5,0.413528128408484,0.4155265606428286,0.4400734673863199,14.864736784046126,0.00688821482100174,0.452144641345923,3.2215456996079356e-07,0.0
two_tank,linear_narx,held_out_action_magnitude,calibration_selected_candidate_ranker,0.1,10,0.41254914536561865,0.4139037206716935,0.4471881783871499,14.916202611573107,0.00688821482100155,0.46967963245781297,3.3318754794828163e-07,0.0
two_tank,mlp_state_space,combined_intervention,calibration_selected_candidate_ranker,0.05,5,0.3296930203473415,0.3355337614221976,0.3456744879336257,14.4553243743856,0.00155478169728484,0.5049467809536623,0.0153109689240608,0.0
two_tank,mlp_state_space,combined_intervention,calibration_selected_candidate_ranker,0.1,10,0.33554958552485165,0.33940161049154155,0.3710650168594436,14.451396476688036,0.0015559280501751499,0.5207198604412796,0.015489711144681052,0.0
two_tank,mlp_state_space,held_out_action_magnitude,calibration_selected_candidate_ranker,0.05,5,0.2626799316405245,0.2685162128988816,0.2907578516387525,14.87567128378603,0.00161361602679858,0.42428039326101674,0.00196851956309782,0.0
two_tank,mlp_state_space,held_out_action_magnitude,calibration_selected_candidate_ranker,0.1,10,0.2582666355694018,0.26314922442902655,0.2907578516387525,14.927456789429673,0.00161407100232666,0.4466456066910188,0.00197262900389037,0.0
two_tank,mlp_state_space,inflow_spike,calibration_selected_candidate_ranker,0.05,5,0.1795940995624877,0.1798592281267702,0.1836264772542669,5.264683257472523,0.00157797341375892,0.25474544415942885,0.00898123771044054,0.0
two_tank,mlp_state_space,inflow_spike,calibration_selected_candidate_ranker,0.1,10,0.18063174019857603,0.1802448236768309,0.1858087814446639,5.262246418802862,0.0015783651838967999,0.269591429645607,0.0090452772212652,0.0
