system_id,badness_target,mean_primary_far,mean_baseline_far,mean_absolute_margin,mean_relative_margin,losing_row_rate,row_count
cstr,bad_event,0.045357142857142846,0.0,-0.045357142857142846,0.0,0.24,100
cstr,bad_rmse,0.17821428571428571,0.1769047619047619,-0.0013095238095238093,-0.0011666666666666665,0.006666666666666667,600
cstr,bad_rmse_or_event,0.17821428571428571,0.17648809523809522,-0.001726190476190476,-0.0011666666666666665,0.008333333333333333,600
heat_exchanger,bad_event,0.22,0.15678571428571428,-0.06321428571428571,-0.083,0.22,100
heat_exchanger,bad_rmse,0.22875,0.2267857142857143,-0.001964285714285714,-0.0033333333333333335,0.008333333333333333,600
heat_exchanger,bad_rmse_or_event,0.23672619047619045,0.23208333333333334,-0.004642857142857142,-0.0033333333333333335,0.023333333333333334,600
two_tank,bad_event,0.0,0.0,0.0,0.0,0.0,100
two_tank,bad_rmse,0.10555555555555556,0.061777777777777786,-0.04377777777777778,-0.024305555555555556,0.11833333333333333,600
two_tank,bad_rmse_or_event,0.10555555555555556,0.061777777777777786,-0.04377777777777778,-0.024305555555555556,0.11833333333333333,600
