system_id,badness_target,row_count,bad_rate,rmse_mean,event_mismatch_rate,primary_unique_scores
cstr,bad_event,3500,0.08228571428571428,0.8341342043589097,0.08228571428571428,869
cstr,bad_rmse,21000,0.6357619047619048,0.8341342043589097,0.08228571428571428,3500
cstr,bad_rmse_or_event,21000,0.6488571428571429,0.8341342043589097,0.08228571428571428,3500
heat_exchanger,bad_event,3500,0.22,2.379484960780319,0.22,3142
heat_exchanger,bad_rmse,21000,0.7078571428571429,2.379484960780319,0.22,3500
heat_exchanger,bad_rmse_or_event,21000,0.7156190476190476,2.379484960780319,0.22,3850
two_tank,bad_event,2500,0.0,0.19290409719082996,0.0,1
two_tank,bad_rmse,15000,0.4266666666666667,0.19290409719082993,0.0,8383
two_tank,bad_rmse_or_event,15000,0.4266666666666667,0.19290409719082993,0.0,8383
