selection_mode,seed,system_id,badness_target,coverage,selected_judge_id,selection_metric,selection_far,selection_accepted_error,coverage_achieved,tie_breaker_used,source_split,uses_test_labels
per_system_target_calibration_selected_baseline,2,two_tank,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.0,0.0,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,3,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.01878175239747751,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,cstr,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.023424502508960582,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,cstr,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,heat_exchanger,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.008950750368692688,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.014777036961538922,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,heat_exchanger,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,3,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,3,two_tank,bad_rmse,0.05,invariant_only,false_accept_rate,0.0,0.012546334472964282,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,3,two_tank,bad_rmse,0.1,learned_error_classifier,false_accept_rate,0.008333333333333333,0.08636936125696164,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,3,two_tank,bad_rmse_or_event,0.05,invariant_only,false_accept_rate,0.0,0.0,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,3,two_tank,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.008333333333333333,0.008333333333333333,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,4,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,4,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.014959259678888543,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,cstr,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.019583665873977005,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,4,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,cstr,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,4,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,heat_exchanger,bad_event,0.1,learned_error_classifier,false_accept_rate,0.0,0.0,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,4,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.009456930558784002,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.013735016036062066,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,4,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,heat_exchanger,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.023809523809523808,0.023809523809523808,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,4,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,4,two_tank,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.016666666666666666,0.06830286552891852,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,4,two_tank,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.03333333333333333,0.06714187774156408,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,4,two_tank,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.016666666666666666,0.016666666666666666,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,4,two_tank,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.03333333333333333,0.03333333333333333,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,5,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,5,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.015945865966215195,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,cstr,bad_rmse,0.1,learned_error_classifier,false_accept_rate,0.0,0.045254640231270286,0.1,False,calibration,False
