system_id,seed,model_id,badness_target,bad_threshold,coverage,primary_calibrated_far,oracle_far,oracle_gap
two_tank,0,hold_last,bad_rmse,0.2,0.05,0.3333333333333333,0.0,0.3333333333333333
two_tank,0,hold_last,bad_rmse,0.2,0.1,0.6,0.0,0.6
two_tank,0,hold_last,bad_rmse,0.2,0.2,0.6,0.4,0.19999999999999996
two_tank,0,hold_last,bad_rmse,0.2,0.4,0.75,0.7,0.050000000000000044
two_tank,0,hold_last,bad_rmse,0.2,0.6,0.8,0.8,0.0
two_tank,0,hold_last,bad_rmse,0.2,0.8,0.85,0.85,0.0
two_tank,0,hold_last,bad_rmse,0.2,1.0,0.88,0.88,0.0
two_tank,0,linear_narx,bad_rmse,0.2,0.01,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.2,0.02,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.2,0.05,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.2,0.1,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.2,0.2,0.1,0.0,0.1
two_tank,0,linear_narx,bad_rmse,0.2,0.4,0.2,0.0,0.2
two_tank,0,linear_narx,bad_rmse,0.2,0.6,0.2,0.0,0.2
two_tank,0,linear_narx,bad_rmse,0.2,0.8,0.175,0.05,0.12499999999999999
two_tank,0,linear_narx,bad_rmse,0.2,1.0,0.24,0.24,0.0
two_tank,0,mlp_state_space,bad_rmse,0.2,0.01,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.2,0.02,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.2,0.05,0.3333333333333333,0.0,0.3333333333333333
two_tank,0,mlp_state_space,bad_rmse,0.2,0.1,0.4,0.0,0.4
two_tank,0,mlp_state_space,bad_rmse,0.2,0.2,0.2,0.0,0.2
two_tank,0,mlp_state_space,bad_rmse,0.2,0.4,0.1,0.0,0.1
two_tank,0,mlp_state_space,bad_rmse,0.2,0.6,0.1,0.0,0.1
two_tank,0,mlp_state_space,bad_rmse,0.2,0.8,0.075,0.025,0.049999999999999996
two_tank,0,mlp_state_space,bad_rmse,0.2,1.0,0.22,0.22,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.01,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.02,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.05,0.3333333333333333,0.0,0.3333333333333333
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.1,0.4,0.0,0.4
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.2,0.3,0.0,0.3
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.4,0.3,0.0,0.3
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.6,0.23333333333333334,0.0,0.23333333333333334
two_tank,0,ensemble_mlp,bad_rmse,0.2,0.8,0.2,0.1,0.1
two_tank,0,ensemble_mlp,bad_rmse,0.2,1.0,0.28,0.28,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.01,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.02,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.05,0.3333333333333333,0.0,0.3333333333333333
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.1,0.4,0.0,0.4
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.2,0.3,0.0,0.3
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.4,0.35,0.0,0.35
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.6,0.3333333333333333,0.0,0.3333333333333333
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,0.8,0.25,0.15,0.1
two_tank,0,gradient_boosted_narx,bad_rmse,0.2,1.0,0.32,0.32,0.0
two_tank,0,hold_last,bad_rmse,0.3,0.01,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse,0.3,0.02,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse,0.3,0.05,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse,0.3,0.1,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse,0.3,0.2,0.1,0.0,0.1
two_tank,0,hold_last,bad_rmse,0.3,0.4,0.25,0.15,0.1
two_tank,0,hold_last,bad_rmse,0.3,0.6,0.4666666666666667,0.43333333333333335,0.033333333333333326
two_tank,0,hold_last,bad_rmse,0.3,0.8,0.575,0.575,0.0
two_tank,0,hold_last,bad_rmse,0.3,1.0,0.66,0.66,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.01,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.02,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.05,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.1,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.2,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.4,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.3,0.6,0.03333333333333333,0.0,0.03333333333333333
two_tank,0,linear_narx,bad_rmse,0.3,0.8,0.05,0.0,0.05
two_tank,0,linear_narx,bad_rmse,0.3,1.0,0.1,0.1,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.01,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.02,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.05,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.1,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.2,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.4,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.3,0.6,0.03333333333333333,0.0,0.03333333333333333
two_tank,0,mlp_state_space,bad_rmse,0.3,0.8,0.025,0.0,0.025
two_tank,0,mlp_state_space,bad_rmse,0.3,1.0,0.1,0.1,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.01,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.02,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.05,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.1,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.2,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.4,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.6,0.03333333333333333,0.0,0.03333333333333333
two_tank,0,ensemble_mlp,bad_rmse,0.3,0.8,0.025,0.0,0.025
two_tank,0,ensemble_mlp,bad_rmse,0.3,1.0,0.1,0.1,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.01,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.02,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.05,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.1,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.2,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.4,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.6,0.03333333333333333,0.0,0.03333333333333333
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,0.8,0.025,0.0,0.025
two_tank,0,gradient_boosted_narx,bad_rmse,0.3,1.0,0.1,0.1,0.0
two_tank,0,hold_last,bad_rmse,0.5,0.01,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse,0.5,0.02,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse,0.5,0.05,0.3333333333333333,0.0,0.3333333333333333
two_tank,0,hold_last,bad_rmse,0.5,0.1,0.4,0.0,0.4
two_tank,0,hold_last,bad_rmse,0.5,0.2,0.3,0.0,0.3
two_tank,0,hold_last,bad_rmse,0.5,0.4,0.2,0.0,0.2
two_tank,0,hold_last,bad_rmse,0.5,0.6,0.23333333333333334,0.0,0.23333333333333334
two_tank,0,hold_last,bad_rmse,0.5,0.8,0.2,0.025,0.17500000000000002
two_tank,0,hold_last,bad_rmse,0.5,1.0,0.22,0.22,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.01,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.02,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.05,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.1,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.2,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.4,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.6,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,0.8,0.0,0.0,0.0
two_tank,0,linear_narx,bad_rmse,0.5,1.0,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.01,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.02,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.05,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.1,0.0,0.0,0.0
