scenario_id,system_id,role,split,split_group,scenario_type,model_id,rmse,mae,max_abs_error,final_state_error,support_distance,uncertainty_score,disagreement_score,invariant_residual,repair_amount,bad_rmse_label,risk_support_only,risk_uncertainty_only,risk_disagreement_only,risk_invariant_only,risk_repair_only,risk_combined_linear,risk_random_baseline,risk_oracle_error_rank,risk_best_single_signal_selected_on_calibration,risk_rank_normalized_linear,risk_calibration_selected_candidate_ranker,risk_logistic_calibrated_judge,risk_isotonic_calibrated_judge,risk_quantile_rule_judge,risk_conservative_low_coverage_judge,true_any_event,predicted_any_event,true_overflow_event,predicted_overflow_event,bad_overflow_event,true_underflow_event,predicted_underflow_event,bad_underflow_event,bad_event,true_temperature_above_limit,predicted_temperature_above_limit,bad_temperature_above_limit,true_concentration_out_of_safe_range,predicted_concentration_out_of_safe_range,bad_concentration_out_of_safe_range,true_unsafe_reactor_state,predicted_unsafe_reactor_state,bad_unsafe_reactor_state
judge_test_id_0003,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,linear_narx,0.0045171295242791,0.0033359628928661,0.00980847893711,0.0063318490075022,1.5787603626585638,0.0068882148210012,0.1438357930634078,3.167034355116015e-07,0.0,False,1.5787603626585638,0.0068882148210012,0.1438357930634078,3.167034355116015e-07,0.0,0.2182748447990025,0.90990201395687,0.0045171295242791,3.167034355116015e-07,0.128,0.1076190476190476,0.0042539762381872,0.3235294117647059,3.167034355116015e-07,0.4677333048112311,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0003,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,mlp_state_space,0.0006313498176919,0.00054714377405,0.0011496296712811,0.0010236291622131,1.5787603626585638,0.0015777729512281,0.1438357930634078,9.267841280885212e-05,0.0,False,1.5787603626585638,0.0015777729512281,0.1438357930634078,9.267841280885212e-05,0.0,0.0647458713780276,0.6833078142386483,0.0006313498176919,9.267841280885212e-05,0.277,0.1643809523809523,0.0102604081269347,0.3333333333333333,9.267841280885212e-05,0.1093979525605901,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0004,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,hold_last,0.3493178135841486,0.3240385991837509,0.5508596192593269,0.5983924097187582,1.4927272221539158,2.220446049250313e-16,0.2346044448413312,0.0063454702045648,0.0,True,1.4927272221539158,2.220446049250313e-16,0.2346044448413312,0.0063454702045648,0.0,0.0811211081258633,0.2141153369220942,0.3493178135841486,0.0063454702045648,0.573,0.2346044448413312,0.5195266090519507,0.95,0.0063454702045648,0.2159943103445993,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0004,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,linear_narx,0.0076622413368887,0.00610029964495,0.0135061430772562,0.017332976376322,1.4927272221539158,0.0068882148210012,0.2346044448413312,2.481528380758198e-07,0.0,False,1.4927272221539158,0.0068882148210012,0.2346044448413312,2.481528380758198e-07,0.0,0.2357633262148803,0.6718152431098947,0.0076622413368887,2.481528380758198e-07,0.051,0.0457142857142857,0.0062733857027742,0.0,2.481528380758198e-07,0.5283740742156284,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0004,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,mlp_state_space,0.0007078430147188,0.000564029852643,0.0014471107938982,0.0007376413023271,1.4927272221539158,0.0015781623050385,0.2346044448413312,8.657965128621803e-05,0.0,False,1.4927272221539158,0.0015781623050385,0.2346044448413312,8.657965128621803e-05,0.0,0.0822025517439774,0.6758431385414227,0.0007078430147188,8.657965128621803e-05,0.296,0.139047619047619,0.0150296600004532,0.3333333333333333,8.657965128621803e-05,0.1699164006511014,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0005,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,hold_last,0.0875421767036057,0.0748170095033969,0.1498743612201849,0.1994306895451809,1.3873720115113466,0.0,0.0608683767024918,0.0057357660329059,0.0,False,1.3873720115113466,0.0,0.0608683767024918,0.0057357660329059,0.0,0.0395809984656805,0.3397713861342888,0.0875421767036057,0.0057357660329059,0.4569999999999999,0.0608683767024918,0.2386024572226332,0.9,0.0057357660329059,0.1404252065856429,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0005,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,linear_narx,0.0078663642639756,0.0068575872653213,0.0141833482935989,0.0062210206270845,1.3873720115113466,0.0068882148210018,0.0608683767024918,2.764343762089075e-07,0.0,False,1.3873720115113466,0.0068882148210018,0.0608683767024918,2.764343762089075e-07,0.0,0.1985817892588227,0.0964349127487742,0.0078663642639756,2.764343762089075e-07,0.035,0.0156190476190476,0.0026980514870688,0.1777777777777777,2.764343762089075e-07,0.4677327446970875,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0005,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,mlp_state_space,0.0007026890156756,0.0006087400228258,0.0016019698940619,0.0006150516628555,1.3873720115113466,0.0015768092237585,0.0608683767024918,9.720920497934548e-05,0.0,False,1.3873720115113466,0.0015768092237585,0.0608683767024918,9.720920497934548e-05,0.0,0.0450575093987262,0.7807545899442031,0.0007026890156756,9.720920497934548e-05,0.26,0.1013333333333333,0.0065419758733466,0.3333333333333333,9.720920497934548e-05,0.1094434425139132,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0006,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,hold_last,0.8450561482633714,0.803784532026441,1.1296412451636089,1.379671217071437,1.8765482875219133,0.0,0.5645885913439175,0.0068262139171044,0.0,True,1.8765482875219133,0.0,0.5645885913439175,0.0068262139171044,0.0,0.1577004809637758,0.3661631819431166,0.8450561482633714,0.0068262139171044,0.696,0.5645885913439175,0.8873529779426546,0.95,0.0068262139171044,0.5050311020200706,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0006,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,linear_narx,0.0109211270500224,0.0090180570680566,0.0196334474991237,0.0088723146408778,1.8765482875219133,0.0068882148210019,0.5645885913439175,3.208498539016371e-07,0.0,False,1.8765482875219133,0.0068882148210019,0.5645885913439175,3.208498539016371e-07,0.0,0.3089067009245717,0.1007294176616944,0.0109211270500224,3.208498539016371e-07,0.259,0.2413333333333333,0.0326838399452793,0.3235294117647059,3.208498539016371e-07,0.8056411740617729,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0006,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,mlp_state_space,0.0009210558290859,0.0008056356747823,0.0020690201498005,0.0005161997379917,1.8765482875219133,0.0015791260627479,0.5645885913439175,0.0001273057257025,0.0,False,1.8765482875219133,0.0015791260627479,0.5645885913439175,0.0001273057257025,0.0,0.1556645132726898,0.3601038351305241,0.0009210558290859,0.0001273057257025,0.432,0.3072380952380952,0.0773323422098331,0.3333333333333333,0.0001273057257025,0.4482454035548285,False,False,False,False,False,False,False,False,False,,,,,,,,,
judge_test_id_0007,two_tank,judge_test,judge_test_id,normal_policy,normal_policy,hold_last,0.2072466326238024,0.178693258808689,0.3708154030490735,0.3771619604618748,1.4890611990128324,0.0,0.1401478835259725,0.006102399185719,0.0,True,1.4890611990128324,0.0,0.1401478835259725,0.006102399185719,0.0,0.0599046423691939,0.5210360777000204,0.2072466326238024,0.006102399185719,0.525,0.1401478835259725,0.3731668282659914,0.9,0.006102399185719,0.1494017187839038,False,False,False,False,False,False,False,False,False,,,,,,,,,
