system_id,model_id,judge_id,coverage,bad_label_mode,false_accept_rate,event_false_accept_rate,accepted_count,accepted_bad_count,accepted_event_bad_count,event_precision,event_recall,event_bad_rate
two_tank,mlp_state_space,calibration_selected_candidate_ranker,0.05,bad_rmse_or_event,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,calibration_selected_candidate_ranker,0.1,bad_rmse,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,calibration_selected_candidate_ranker,0.1,bad_event,0.0,0.0,50,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,calibration_selected_candidate_ranker,0.1,bad_rmse_or_event,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,rank_normalized_linear,0.05,bad_rmse,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,rank_normalized_linear,0.05,bad_event,0.0,0.0,25,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,rank_normalized_linear,0.05,bad_rmse_or_event,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,rank_normalized_linear,0.1,bad_rmse,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,rank_normalized_linear,0.1,bad_event,0.0,0.0,50,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,rank_normalized_linear,0.1,bad_rmse_or_event,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,logistic_calibrated_judge,0.05,bad_rmse,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,logistic_calibrated_judge,0.05,bad_event,0.0,0.0,25,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,logistic_calibrated_judge,0.05,bad_rmse_or_event,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,logistic_calibrated_judge,0.1,bad_rmse,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,logistic_calibrated_judge,0.1,bad_event,0.0,0.0,50,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,logistic_calibrated_judge,0.1,bad_rmse_or_event,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,isotonic_calibrated_judge,0.05,bad_rmse,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,isotonic_calibrated_judge,0.05,bad_event,0.0,0.0,25,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,isotonic_calibrated_judge,0.05,bad_rmse_or_event,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,isotonic_calibrated_judge,0.1,bad_rmse,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,isotonic_calibrated_judge,0.1,bad_event,0.0,0.0,50,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,isotonic_calibrated_judge,0.1,bad_rmse_or_event,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,quantile_rule_judge,0.05,bad_rmse,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,quantile_rule_judge,0.05,bad_event,0.0,0.0,25,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,quantile_rule_judge,0.05,bad_rmse_or_event,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,quantile_rule_judge,0.1,bad_rmse,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,quantile_rule_judge,0.1,bad_event,0.0,0.0,50,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,quantile_rule_judge,0.1,bad_rmse_or_event,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,conservative_low_coverage_judge,0.05,bad_rmse,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,conservative_low_coverage_judge,0.05,bad_event,0.0,0.0,25,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,conservative_low_coverage_judge,0.05,bad_rmse_or_event,0.6,0.0,25,15,0,0.0,0.0,0.0
two_tank,mlp_state_space,conservative_low_coverage_judge,0.1,bad_rmse,0.6,0.0,50,30,0,0.0,0.0,0.0
two_tank,mlp_state_space,conservative_low_coverage_judge,0.1,bad_event,0.0,0.0,50,0,0,0.0,0.0,0.0
two_tank,mlp_state_space,conservative_low_coverage_judge,0.1,bad_rmse_or_event,0.6,0.0,50,30,0,0.0,0.0,0.0
