system_id,coverage,baseline_far,calibrated_far,absolute_margin,source_artifact,is_reproduction
two_tank,0.05,0.64,0.4666666666666667,0.1733333333333333,results/calibrated_two_tank/low_coverage_summary.csv,True
two_tank,0.1,0.6533333333333334,0.4866666666666666,0.1666666666666668,results/calibrated_two_tank/low_coverage_summary.csv,True
