coverage,best_deployable_baseline,baseline_far,best_calibrated_judge,calibrated_far,margin,win_rate_vs_baseline,win_rate_vs_combined_linear
0.05,best_single_signal_selected_on_calibration,0.64,calibration_selected_candidate_ranker,0.4666666666666667,0.17333333333333334,0.2,0.0
0.1,best_single_signal_selected_on_calibration,0.6533333333333334,rank_normalized_linear,0.48666666666666664,0.1666666666666668,0.2,0.06666666666666667
