seed,system_id,model_id,judge_id,split_group,scenario_type,coverage_requested,coverage_achieved,false_accept_rate,accepted_count,false_accept_count,bad_count_total,mean_error_accepted,mean_error_rejected,threshold,is_real_judge,is_oracle,is_calibrated
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.184951304714373,5.988399921525272,0.15,True,False,True
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.33978132220785,6.157879203690508,0.15,True,False,True
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.493589303794925,6.360745158824864,0.15,True,False,True
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800913,0.0,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,5.013001058118059,5.70144254936317,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.953495119918356,5.746301069787864,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.027609874099676,5.826873124976222,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.184951304714373,5.988399921525273,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.339781322207851,6.157879203690508,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.493589303794925,6.360745158824864,0.15,True,False,True
0,cstr,hold_last,rank_normalized_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800913,0.0,0.15,True,False,True
0,cstr,hold_last,logistic_calibrated_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.875222831283191,5.708694034986056,0.15,True,False,True
0,cstr,hold_last,logistic_calibrated_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.953495119918356,5.746301069787864,0.15,True,False,True
0,cstr,hold_last,logistic_calibrated_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.027609874099676,5.826873124976222,0.15,True,False,True
0,cstr,hold_last,logistic_calibrated_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.180543056832871,5.991338753446274,0.15,True,False,True
0,cstr,hold_last,logistic_calibrated_judge,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.336003998170686,6.163545189746253,0.15,True,False,True
